"","colony_id","Light_Value","micromol.L.s","Species","Run","Chamber.Vol.L"
"64","Past-A2","233",-0.00739079616036077,"Porites astreoides",4,0.598
"65","Past-A2","289",-0.00686258695652199,"Porites astreoides",4,0.598
"66","Past-A2","32",-0.00666800751879703,"Porites astreoides",4,0.598
"67","Past-A2","341",-0.00382539130434804,"Porites astreoides",4,0.598
"68","Past-A2","413",-0.00217278260869577,"Porites astreoides",4,0.598
"69","Past-A2","517",-0.00223158695652196,"Porites astreoides",4,0.598
"70","Past-A2","82",-0.00583859649122798,"Porites astreoides",4,0.598
"71","Past-B2","0",-0.0103748529411765,"Porites astreoides",4,0.589
"72","Past-B2","124",-0.00530813043478263,"Porites astreoides",4,0.589
"73","Past-B2","165",-0.00416696428571399,"Porites astreoides",4,0.589
"74","Past-B2","233",-0.00877737353372423,"Porites astreoides",4,0.589
"75","Past-B2","289",-0.00790993951612917,"Porites astreoides",4,0.589
"76","Past-B2","32",-0.0071866177300964,"Porites astreoides",4,0.589
"77","Past-B2","341",-0.00577090874054483,"Porites astreoides",4,0.589
"78","Past-B2","413",-0.00376328205128197,"Porites astreoides",4,0.589
"79","Past-B2","517",-0.00364864532019708,"Porites astreoides",4,0.589
"80","Past-B2","82",-0.00636472332015837,"Porites astreoides",4,0.589
